,Account Status,Duration,Credit History,Purpose,Credit Amount,Savings,Employment,Installment rate,Sex,Other debtors,Residence,Property,Age,Other installments,Housing,Number of credits,Job,Maintenance,Telephone,Foreign,Target
708,<200,9,existing credits paid back duly till now,radio/television,1206,<100,>= 7 years,4,female divorced/separated/married,none,4,real estate,25,none,own,1,skilled employee / official,1,none,yes,1
709,<200,9,existing credits paid back duly till now,radio/television,2118,<100,1 <= < 4 years,2,male single,none,2,real estate,37,none,own,1,unskilled - resident,2,none,yes,1
710,no,18,critical account,radio/television,629,<1000,>= 7 years,4,male single,none,3,savings agreement/life insurance,32,bank,own,2,management/ highly qualified employee,1,yes,yes,1
711,<0,6,all credits at this bank paid back duly,education,1198,<100,>= 7 years,4,female divorced/separated/married,none,4,no,35,none,for free,1,skilled employee / official,1,none,yes,0
712,no,21,existing credits paid back duly till now,car (used),2476,no,>= 7 years,4,male single,none,4,real estate,46,none,own,1,management/ highly qualified employee,1,yes,yes,1
713,<0,9,critical account,radio/television,1138,<100,1 <= < 4 years,4,male single,none,4,real estate,25,none,own,2,unskilled - resident,1,none,yes,1
714,<200,60,existing credits paid back duly till now,car (new),14027,<100,4 <= < 7 years,4,male single,none,2,no,27,none,own,1,management/ highly qualified employee,1,yes,yes,0
715,no,30,critical account,car (used),7596,no,>= 7 years,1,male single,none,4,car or other,63,none,own,2,skilled employee / official,1,none,yes,1
716,no,30,critical account,radio/television,3077,no,>= 7 years,3,male single,none,2,car or other,40,none,own,2,skilled employee / official,2,yes,yes,1
717,no,18,existing credits paid back duly till now,radio/television,1505,<100,1 <= < 4 years,4,male single,none,2,no,32,none,for free,1,management/ highly qualified employee,1,yes,yes,1
718,>200,24,critical account,radio/television,3148,no,1 <= < 4 years,3,male single,none,2,car or other,31,none,own,2,skilled employee / official,1,yes,yes,1
719,<200,20,no credits taken,car (used),6148,<500,>= 7 years,3,male married/widowed,none,4,car or other,31,bank,own,2,skilled employee / official,1,yes,yes,1
720,>200,9,no credits taken,radio/television,1337,<100,< 1 year,4,male single,none,2,car or other,34,none,own,2,management/ highly qualified employee,1,yes,yes,0
721,<200,6,all credits at this bank paid back duly,education,433,>1000,< 1 year,4,female divorced/separated/married,none,2,savings agreement/life insurance,24,bank,rent,1,skilled employee / official,2,none,yes,0
722,<0,12,existing credits paid back duly till now,car (new),1228,<100,1 <= < 4 years,4,female divorced/separated/married,none,2,real estate,24,none,own,1,unskilled - resident,1,none,yes,0
723,<200,9,existing credits paid back duly till now,radio/television,790,<1000,1 <= < 4 years,4,female divorced/separated/married,none,3,real estate,66,none,own,1,unskilled - resident,1,none,yes,1
724,no,27,existing credits paid back duly till now,car (new),2570,<100,1 <= < 4 years,3,female divorced/separated/married,none,3,real estate,21,none,rent,1,skilled employee / official,1,none,yes,0
725,no,6,critical account,car (new),250,>1000,1 <= < 4 years,2,female divorced/separated/married,none,2,real estate,41,bank,own,2,unskilled - resident,1,none,yes,1
726,no,15,critical account,radio/television,1316,<1000,1 <= < 4 years,2,male married/widowed,none,2,savings agreement/life insurance,47,none,own,2,unskilled - resident,1,none,yes,1
727,<0,18,existing credits paid back duly till now,radio/television,1882,<100,1 <= < 4 years,4,female divorced/separated/married,none,4,car or other,25,bank,rent,2,skilled employee / official,1,none,yes,0
728,<200,48,all credits at this bank paid back duly,business,6416,<100,>= 7 years,4,female divorced/separated/married,none,3,no,59,none,rent,1,skilled employee / official,1,none,yes,0
729,>200,24,critical account,business,1275,>1000,1 <= < 4 years,2,male divorced/separated,none,4,real estate,36,none,own,2,skilled employee / official,1,yes,yes,1
730,<200,24,delay in paying off,radio/television,6403,<100,< 1 year,1,male single,none,2,car or other,33,none,own,1,skilled employee / official,1,none,yes,1
731,<0,24,existing credits paid back duly till now,radio/television,1987,<100,1 <= < 4 years,2,male single,none,4,real estate,21,none,rent,1,unskilled - resident,2,none,yes,0
732,<200,8,existing credits paid back duly till now,radio/television,760,<100,4 <= < 7 years,4,female divorced/separated/married,guarantor,2,real estate,44,none,own,1,unskilled - resident,1,none,yes,1
733,no,24,existing credits paid back duly till now,car (used),2603,>1000,1 <= < 4 years,2,female divorced/separated/married,none,4,car or other,28,none,rent,1,skilled employee / official,1,yes,yes,1
734,no,4,critical account,car (new),3380,<100,4 <= < 7 years,1,female divorced/separated/married,none,1,real estate,37,none,own,1,skilled employee / official,2,none,yes,1
735,<200,36,all credits at this bank paid back duly,domestic appliances,3990,no,< 1 year,3,female divorced/separated/married,none,2,no,29,bank,own,1,unemployed/ unskilled  - non-resident,1,none,yes,1
736,<200,24,existing credits paid back duly till now,car (used),11560,<100,1 <= < 4 years,1,female divorced/separated/married,none,4,car or other,23,none,rent,2,management/ highly qualified employee,1,none,yes,0
737,<0,18,existing credits paid back duly till now,car (new),4380,<500,1 <= < 4 years,3,male single,none,4,car or other,35,none,own,1,unskilled - resident,2,yes,yes,1
738,no,6,critical account,car (new),6761,<100,4 <= < 7 years,1,male single,none,3,no,45,none,own,2,management/ highly qualified employee,2,yes,yes,1
739,<200,30,no credits taken,business,4280,<500,1 <= < 4 years,4,female divorced/separated/married,none,4,car or other,26,none,rent,2,unskilled - resident,1,none,yes,0
740,<0,24,all credits at this bank paid back duly,car (new),2325,<500,4 <= < 7 years,2,male single,none,3,car or other,32,bank,own,1,skilled employee / official,1,none,yes,1
741,<200,10,all credits at this bank paid back duly,radio/television,1048,<100,1 <= < 4 years,4,male single,none,4,real estate,23,store,own,1,unskilled - resident,1,none,yes,1
742,no,21,existing credits paid back duly till now,radio/television,3160,no,>= 7 years,4,male single,none,3,savings agreement/life insurance,41,none,own,1,skilled employee / official,1,yes,yes,1
743,<0,24,all credits at this bank paid back duly,furniture/equipment,2483,<1000,1 <= < 4 years,4,male single,none,4,real estate,22,store,own,1,skilled employee / official,1,yes,yes,1
744,<0,39,critical account,furniture/equipment,14179,no,4 <= < 7 years,4,male single,none,4,savings agreement/life insurance,30,none,own,2,management/ highly qualified employee,1,yes,yes,1
745,<0,13,critical account,business,1797,<100,< 1 year,3,male single,none,1,savings agreement/life insurance,28,bank,own,2,unskilled - resident,1,none,yes,1
746,<0,15,existing credits paid back duly till now,car (new),2511,<100,unemployed,1,female divorced/separated/married,none,4,car or other,23,none,rent,1,skilled employee / official,1,none,yes,1
747,<0,12,existing credits paid back duly till now,car (new),1274,<100,< 1 year,3,female divorced/separated/married,none,1,real estate,37,none,own,1,unskilled - resident,1,none,yes,0
748,no,21,existing credits paid back duly till now,car (used),5248,no,1 <= < 4 years,1,male single,none,3,car or other,26,none,own,1,skilled employee / official,1,none,yes,1
749,no,15,existing credits paid back duly till now,car (used),3029,<100,4 <= < 7 years,2,male single,none,2,car or other,33,none,own,1,skilled employee / official,1,none,yes,1
750,<0,6,existing credits paid back duly till now,furniture/equipment,428,<100,>= 7 years,2,female divorced/separated/married,none,1,savings agreement/life insurance,49,bank,own,1,skilled employee / official,1,yes,yes,1
751,<0,18,existing credits paid back duly till now,car (new),976,<100,< 1 year,1,female divorced/separated/married,none,2,car or other,23,none,own,1,unskilled - resident,1,none,yes,0
752,<200,12,existing credits paid back duly till now,business,841,<500,4 <= < 7 years,2,female divorced/separated/married,none,4,real estate,23,none,rent,1,unskilled - resident,1,none,yes,1
753,no,30,critical account,radio/television,5771,<100,4 <= < 7 years,4,female divorced/separated/married,none,2,car or other,25,none,own,2,skilled employee / official,1,none,yes,1
754,no,12,delay in paying off,repairs,1555,>1000,>= 7 years,4,male single,none,4,no,55,none,for free,2,skilled employee / official,2,none,yes,0
755,<0,24,existing credits paid back duly till now,car (new),1285,no,4 <= < 7 years,4,female divorced/separated/married,none,4,no,32,none,rent,1,skilled employee / official,1,none,yes,0
756,>200,6,critical account,car (new),1299,<100,1 <= < 4 years,1,male single,none,1,real estate,74,none,own,3,unemployed/ unskilled  - non-resident,2,none,no,1
757,>200,15,critical account,radio/television,1271,no,1 <= < 4 years,3,male single,none,4,no,39,none,for free,2,skilled employee / official,1,yes,yes,0
758,no,24,existing credits paid back duly till now,car (new),1393,<100,1 <= < 4 years,2,male single,guarantor,2,real estate,31,none,own,1,skilled employee / official,1,yes,yes,1
759,<0,12,critical account,car (new),691,<100,>= 7 years,4,male single,none,3,savings agreement/life insurance,35,none,own,2,skilled employee / official,1,none,yes,0
760,no,15,critical account,car (new),5045,no,>= 7 years,1,female divorced/separated/married,none,4,car or other,59,none,own,1,skilled employee / official,1,yes,yes,1
761,<0,18,critical account,furniture/equipment,2124,<100,1 <= < 4 years,4,female divorced/separated/married,none,4,real estate,24,none,rent,2,skilled employee / official,1,none,yes,0
762,<0,12,existing credits paid back duly till now,radio/television,2214,<100,1 <= < 4 years,4,male single,none,3,savings agreement/life insurance,24,none,own,1,unskilled - resident,1,none,yes,1
763,no,21,critical account,car (new),12680,no,>= 7 years,4,male single,none,4,no,30,none,for free,1,management/ highly qualified employee,1,yes,yes,0
764,no,24,critical account,car (new),2463,<500,4 <= < 7 years,4,male married/widowed,none,3,savings agreement/life insurance,27,none,own,2,skilled employee / official,1,yes,yes,1
765,<200,12,existing credits paid back duly till now,radio/television,1155,<100,>= 7 years,3,male married/widowed,guarantor,3,real estate,40,bank,own,2,unskilled - resident,1,none,yes,1
766,<0,30,existing credits paid back duly till now,furniture/equipment,3108,<100,< 1 year,2,male divorced/separated,none,4,savings agreement/life insurance,31,none,own,1,unskilled - resident,1,none,yes,0
767,no,10,existing credits paid back duly till now,car (used),2901,no,< 1 year,1,female divorced/separated/married,none,4,real estate,31,none,rent,1,skilled employee / official,1,none,yes,1
768,<200,12,critical account,furniture/equipment,3617,<100,>= 7 years,1,male single,none,4,car or other,28,none,rent,3,skilled employee / official,1,yes,yes,1
769,no,12,critical account,radio/television,1655,<100,>= 7 years,2,male single,none,4,real estate,63,none,own,2,unskilled - resident,1,yes,yes,1
770,<0,24,existing credits paid back duly till now,car (used),2812,no,>= 7 years,2,female divorced/separated/married,none,4,real estate,26,none,rent,1,skilled employee / official,1,none,yes,1
771,<0,36,critical account,education,8065,<100,1 <= < 4 years,3,female divorced/separated/married,none,2,no,25,none,own,2,management/ highly qualified employee,1,yes,yes,0
772,no,21,critical account,car (used),3275,<100,>= 7 years,1,male single,none,4,car or other,36,none,own,1,management/ highly qualified employee,1,yes,yes,1
773,no,24,critical account,radio/television,2223,<500,>= 7 years,4,male single,none,4,savings agreement/life insurance,52,bank,own,2,skilled employee / official,1,none,yes,1
774,>200,12,critical account,car (new),1480,<1000,unemployed,2,male single,none,4,no,66,bank,for free,3,unemployed/ unskilled  - non-resident,1,none,yes,1
775,<0,24,existing credits paid back duly till now,car (new),1371,no,1 <= < 4 years,4,female divorced/separated/married,none,4,real estate,25,none,rent,1,skilled employee / official,1,none,yes,0
776,no,36,critical account,car (new),3535,<100,4 <= < 7 years,4,male single,none,4,car or other,37,none,own,2,skilled employee / official,1,yes,yes,1
777,<0,18,existing credits paid back duly till now,radio/television,3509,<100,4 <= < 7 years,4,female divorced/separated/married,guarantor,1,real estate,25,none,own,1,skilled employee / official,1,none,yes,1
778,no,36,critical account,car (used),5711,>1000,>= 7 years,4,male single,none,2,car or other,38,none,own,2,management/ highly qualified employee,1,yes,yes,1
779,<200,18,existing credits paid back duly till now,repairs,3872,<100,unemployed,2,female divorced/separated/married,none,4,car or other,67,none,own,1,skilled employee / official,1,yes,yes,1
780,<200,39,critical account,radio/television,4933,<100,4 <= < 7 years,2,male single,guarantor,2,real estate,25,none,own,2,skilled employee / official,1,none,yes,0
781,no,24,critical account,car (new),1940,>1000,>= 7 years,4,male single,none,4,real estate,60,none,own,1,skilled employee / official,1,yes,yes,1
782,<200,12,no credits taken,retraining,1410,<100,1 <= < 4 years,2,male single,none,2,real estate,31,none,own,1,unskilled - resident,1,yes,yes,1
783,<200,12,existing credits paid back duly till now,car (new),836,<500,< 1 year,4,female divorced/separated/married,none,2,savings agreement/life insurance,23,bank,own,1,unskilled - resident,1,none,yes,0
784,<200,20,existing credits paid back duly till now,car (used),6468,no,unemployed,1,male divorced/separated,none,4,real estate,60,none,own,1,management/ highly qualified employee,1,yes,yes,1
785,<200,18,existing credits paid back duly till now,business,1941,>1000,1 <= < 4 years,4,male single,none,2,savings agreement/life insurance,35,none,own,1,unskilled - resident,1,yes,yes,1
786,no,22,existing credits paid back duly till now,radio/television,2675,<1000,>= 7 years,3,male single,none,4,car or other,40,none,own,1,skilled employee / official,1,none,yes,1
787,no,48,critical account,car (used),2751,no,>= 7 years,4,male single,none,3,car or other,38,none,own,2,skilled employee / official,2,yes,yes,1
788,<200,48,delay in paying off,education,6224,<100,>= 7 years,4,male single,none,4,no,50,none,for free,1,skilled employee / official,1,none,yes,0
789,<0,40,critical account,education,5998,<100,1 <= < 4 years,4,male single,none,3,no,27,bank,own,1,skilled employee / official,1,yes,yes,0
790,<200,21,existing credits paid back duly till now,business,1188,<100,>= 7 years,2,female divorced/separated/married,none,4,savings agreement/life insurance,39,none,own,1,skilled employee / official,2,none,yes,0
791,no,24,existing credits paid back duly till now,car (used),6313,no,>= 7 years,3,male single,none,4,car or other,41,none,own,1,management/ highly qualified employee,2,yes,yes,1
792,no,6,critical account,furniture/equipment,1221,no,1 <= < 4 years,1,male married/widowed,none,2,savings agreement/life insurance,27,none,own,2,skilled employee / official,1,none,yes,1
793,>200,24,existing credits paid back duly till now,furniture/equipment,2892,<100,>= 7 years,3,male divorced/separated,none,4,no,51,none,for free,1,skilled employee / official,1,none,yes,1
794,no,24,existing credits paid back duly till now,furniture/equipment,3062,<1000,>= 7 years,4,male single,none,3,no,32,none,rent,1,skilled employee / official,1,yes,yes,1
795,no,9,existing credits paid back duly till now,furniture/equipment,2301,<500,< 1 year,2,female divorced/separated/married,none,4,savings agreement/life insurance,22,none,rent,1,skilled employee / official,1,none,yes,1
796,<0,18,existing credits paid back duly till now,car (used),7511,no,>= 7 years,1,male single,none,4,savings agreement/life insurance,51,none,for free,1,skilled employee / official,2,yes,yes,0
797,no,12,critical account,furniture/equipment,1258,<100,< 1 year,2,female divorced/separated/married,none,4,savings agreement/life insurance,22,none,rent,2,unskilled - resident,1,none,yes,1
798,no,24,delay in paying off,car (new),717,no,>= 7 years,4,male married/widowed,none,4,car or other,54,none,own,2,skilled employee / official,1,yes,yes,1
799,<200,9,existing credits paid back duly till now,car (new),1549,no,< 1 year,4,male single,none,2,real estate,35,none,own,1,unemployed/ unskilled  - non-resident,1,none,yes,1
800,no,24,critical account,education,1597,<100,>= 7 years,4,male single,none,4,no,54,none,for free,2,skilled employee / official,2,none,yes,1
801,<200,18,critical account,radio/television,1795,<100,>= 7 years,3,female divorced/separated/married,guarantor,4,real estate,48,bank,rent,2,unskilled - resident,1,yes,yes,1
802,<0,20,critical account,furniture/equipment,4272,<100,>= 7 years,1,female divorced/separated/married,none,4,savings agreement/life insurance,24,none,own,2,skilled employee / official,1,none,yes,1
803,no,12,critical account,radio/television,976,no,>= 7 years,4,male single,none,4,car or other,35,none,own,2,skilled employee / official,1,none,yes,1
804,<200,12,existing credits paid back duly till now,car (new),7472,no,unemployed,1,female divorced/separated/married,none,2,real estate,24,none,rent,1,unemployed/ unskilled  - non-resident,1,none,yes,1
805,<0,36,existing credits paid back duly till now,car (new),9271,<100,4 <= < 7 years,2,male single,none,1,car or other,24,none,own,1,skilled employee / official,1,yes,yes,0
806,<200,6,existing credits paid back duly till now,radio/television,590,<100,< 1 year,3,male married/widowed,none,3,real estate,26,none,own,1,unskilled - resident,1,none,no,1
807,no,12,critical account,radio/television,930,no,>= 7 years,4,male single,none,4,real estate,65,none,own,4,skilled employee / official,1,none,yes,1
808,<200,42,all credits at this bank paid back duly,car (used),9283,<100,unemployed,1,male single,none,2,no,55,bank,for free,1,management/ highly qualified employee,1,yes,yes,1
809,<200,15,no credits taken,car (new),1778,<100,< 1 year,2,female divorced/separated/married,none,1,real estate,26,none,rent,2,unemployed/ unskilled  - non-resident,1,none,yes,0
810,<200,8,existing credits paid back duly till now,business,907,<100,< 1 year,3,male married/widowed,none,2,real estate,26,none,own,1,skilled employee / official,1,yes,yes,1
811,<200,6,existing credits paid back duly till now,radio/television,484,<100,4 <= < 7 years,3,male married/widowed,guarantor,3,real estate,28,bank,own,1,unskilled - resident,1,none,yes,1
812,<0,36,critical account,car (used),9629,<100,4 <= < 7 years,4,male single,none,4,car or other,24,none,own,2,skilled employee / official,1,yes,yes,0
813,<0,48,existing credits paid back duly till now,domestic appliances,3051,<100,1 <= < 4 years,3,male single,none,4,car or other,54,none,own,1,skilled employee / official,1,none,yes,0
814,<0,48,existing credits paid back duly till now,car (new),3931,<100,4 <= < 7 years,4,male single,none,4,no,46,none,for free,1,skilled employee / official,2,none,yes,0
815,<200,36,delay in paying off,car (new),7432,<100,1 <= < 4 years,2,female divorced/separated/married,none,2,savings agreement/life insurance,54,none,rent,1,skilled employee / official,1,none,yes,1
816,no,6,existing credits paid back duly till now,domestic appliances,1338,<1000,1 <= < 4 years,1,male divorced/separated,none,4,real estate,62,none,own,1,skilled employee / official,1,none,yes,1
817,no,6,critical account,radio/television,1554,<100,4 <= < 7 years,1,female divorced/separated/married,none,2,car or other,24,none,rent,2,skilled employee / official,1,yes,yes,1
818,<0,36,existing credits paid back duly till now,others,15857,<100,unemployed,2,male divorced/separated,co-applicant,3,car or other,43,none,own,1,management/ highly qualified employee,1,none,yes,1
819,<0,18,existing credits paid back duly till now,radio/television,1345,<100,1 <= < 4 years,4,male married/widowed,none,3,real estate,26,bank,own,1,skilled employee / official,1,none,yes,0
820,no,12,existing credits paid back duly till now,car (new),1101,<100,1 <= < 4 years,3,male married/widowed,none,2,real estate,27,none,own,2,skilled employee / official,1,yes,yes,1
821,>200,12,existing credits paid back duly till now,radio/television,3016,<100,1 <= < 4 years,3,male married/widowed,none,1,car or other,24,none,own,1,skilled employee / official,1,none,yes,1
822,<0,36,existing credits paid back duly till now,furniture/equipment,2712,<100,>= 7 years,2,male single,none,2,savings agreement/life insurance,41,bank,own,1,skilled employee / official,2,none,yes,0
823,<0,8,critical account,car (new),731,<100,>= 7 years,4,male single,none,4,real estate,47,none,own,2,unskilled - resident,1,none,yes,1
824,no,18,critical account,furniture/equipment,3780,<100,< 1 year,3,male divorced/separated,none,2,car or other,35,none,own,2,management/ highly qualified employee,1,yes,yes,1
825,<0,21,critical account,car (new),1602,<100,>= 7 years,4,male married/widowed,none,3,car or other,30,none,own,2,skilled employee / official,1,yes,yes,1
826,<0,18,critical account,car (new),3966,<100,>= 7 years,1,female divorced/separated/married,none,4,real estate,33,bank,rent,3,skilled employee / official,1,yes,yes,0
827,no,18,no credits taken,business,4165,<100,1 <= < 4 years,2,male single,none,2,car or other,36,store,own,2,skilled employee / official,2,none,yes,0
828,<0,36,existing credits paid back duly till now,car (used),8335,no,>= 7 years,3,male single,none,4,no,47,none,for free,1,skilled employee / official,1,none,yes,0
829,<200,48,delay in paying off,business,6681,no,1 <= < 4 years,4,male single,none,4,no,38,none,for free,1,skilled employee / official,2,yes,yes,1
830,no,24,delay in paying off,business,2375,<1000,1 <= < 4 years,4,male single,none,2,car or other,44,none,own,2,skilled employee / official,2,yes,yes,1
831,<0,18,existing credits paid back duly till now,car (new),1216,<100,< 1 year,4,female divorced/separated/married,none,3,car or other,23,none,rent,1,skilled employee / official,1,yes,yes,0
832,<0,45,no credits taken,business,11816,<100,>= 7 years,2,male single,none,4,car or other,29,none,rent,2,skilled employee / official,1,none,yes,0
833,<200,24,existing credits paid back duly till now,radio/television,5084,no,>= 7 years,2,female divorced/separated/married,none,4,car or other,42,none,own,1,skilled employee / official,1,yes,yes,1
834,>200,15,existing credits paid back duly till now,radio/television,2327,<100,< 1 year,2,female divorced/separated/married,none,3,real estate,25,none,own,1,unskilled - resident,1,none,yes,0
835,<0,12,no credits taken,car (new),1082,<100,1 <= < 4 years,4,male single,none,4,car or other,48,bank,own,2,skilled employee / official,1,none,yes,0
836,no,12,existing credits paid back duly till now,radio/television,886,no,1 <= < 4 years,4,female divorced/separated/married,none,2,car or other,21,none,own,1,skilled employee / official,1,none,yes,1
837,no,4,existing credits paid back duly till now,furniture/equipment,601,<100,< 1 year,1,female divorced/separated/married,none,3,real estate,23,none,rent,1,unskilled - resident,2,none,yes,1
838,<0,24,critical account,car (used),2957,<100,>= 7 years,4,male single,none,4,savings agreement/life insurance,63,none,own,2,skilled employee / official,1,yes,yes,1
839,no,24,critical account,radio/television,2611,<100,>= 7 years,4,male married/widowed,co-applicant,3,real estate,46,none,own,2,skilled employee / official,1,none,yes,1
840,<0,36,existing credits paid back duly till now,furniture/equipment,5179,<100,4 <= < 7 years,4,male single,none,2,savings agreement/life insurance,29,none,own,1,skilled employee / official,1,none,yes,0
841,no,21,delay in paying off,car (used),2993,<100,1 <= < 4 years,3,male single,none,2,real estate,28,store,own,2,unskilled - resident,1,none,yes,1
842,no,18,existing credits paid back duly till now,repairs,1943,<100,< 1 year,4,female divorced/separated/married,none,4,real estate,23,none,own,1,skilled employee / official,1,none,yes,0
843,no,24,all credits at this bank paid back duly,business,1559,<100,4 <= < 7 years,4,male single,none,4,car or other,50,bank,own,1,skilled employee / official,1,yes,yes,1
844,no,18,existing credits paid back duly till now,furniture/equipment,3422,<100,>= 7 years,4,male single,none,4,savings agreement/life insurance,47,bank,own,3,skilled employee / official,2,yes,yes,1
845,<200,21,existing credits paid back duly till now,furniture/equipment,3976,no,4 <= < 7 years,2,male single,none,3,car or other,35,none,own,1,skilled employee / official,1,yes,yes,1
846,no,18,existing credits paid back duly till now,car (new),6761,no,1 <= < 4 years,2,male single,none,4,car or other,68,none,rent,2,skilled employee / official,1,none,yes,0
847,no,24,existing credits paid back duly till now,car (new),1249,<100,< 1 year,4,male married/widowed,none,2,real estate,28,none,own,1,skilled employee / official,1,none,yes,1
848,<0,9,existing credits paid back duly till now,radio/television,1364,<100,4 <= < 7 years,3,male single,none,4,real estate,59,none,own,1,skilled employee / official,1,none,yes,1
849,<0,12,existing credits paid back duly till now,radio/television,709,<100,>= 7 years,4,male single,none,4,real estate,57,store,own,1,unskilled - resident,1,none,yes,0
850,<0,20,critical account,car (new),2235,<100,1 <= < 4 years,4,male married/widowed,guarantor,2,savings agreement/life insurance,33,bank,rent,2,skilled employee / official,1,none,no,0
851,no,24,critical account,car (used),4042,no,4 <= < 7 years,3,male single,none,4,savings agreement/life insurance,43,none,own,2,skilled employee / official,1,yes,yes,1
852,no,15,critical account,radio/television,1471,<100,1 <= < 4 years,4,male single,none,4,no,35,none,for free,2,skilled employee / official,1,yes,yes,1
853,<0,18,all credits at this bank paid back duly,car (new),1442,<100,4 <= < 7 years,4,male single,none,4,no,32,none,for free,2,unskilled - resident,2,none,yes,0
854,no,36,delay in paying off,car (new),10875,<100,>= 7 years,2,male single,none,2,car or other,45,none,own,2,skilled employee / official,2,yes,yes,1
855,no,24,existing credits paid back duly till now,car (new),1474,<500,< 1 year,4,male married/widowed,none,3,real estate,33,none,own,1,skilled employee / official,1,yes,yes,1
856,no,10,existing credits paid back duly till now,retraining,894,no,4 <= < 7 years,4,female divorced/separated/married,none,3,savings agreement/life insurance,40,none,own,1,skilled employee / official,1,yes,yes,1
857,no,15,critical account,furniture/equipment,3343,<100,1 <= < 4 years,4,male single,none,2,no,28,none,for free,1,skilled employee / official,1,yes,yes,1
858,<0,15,existing credits paid back duly till now,car (new),3959,<100,1 <= < 4 years,3,female divorced/separated/married,none,2,savings agreement/life insurance,29,none,own,1,skilled employee / official,1,yes,yes,0
859,no,9,existing credits paid back duly till now,car (new),3577,<500,1 <= < 4 years,1,male single,guarantor,2,real estate,26,none,rent,1,skilled employee / official,2,none,no,1
860,no,24,critical account,car (used),5804,>1000,1 <= < 4 years,4,male single,none,2,real estate,27,none,own,2,skilled employee / official,1,none,yes,1
861,no,18,delay in paying off,business,2169,<100,1 <= < 4 years,4,male married/widowed,none,2,car or other,28,none,own,1,skilled employee / official,1,yes,yes,0
862,<0,24,existing credits paid back duly till now,radio/television,2439,<100,< 1 year,4,female divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee / official,1,yes,yes,0
863,no,27,critical account,furniture/equipment,4526,>1000,< 1 year,4,male single,none,2,real estate,32,store,own,2,unskilled - resident,2,yes,yes,1
864,no,10,existing credits paid back duly till now,furniture/equipment,2210,<100,1 <= < 4 years,2,male single,none,2,real estate,25,bank,rent,1,unskilled - resident,1,none,yes,0
865,no,15,existing credits paid back duly till now,furniture/equipment,2221,<1000,1 <= < 4 years,2,female divorced/separated/married,none,4,car or other,20,none,rent,1,skilled employee / official,1,none,yes,1
866,<0,18,existing credits paid back duly till now,radio/television,2389,<100,< 1 year,4,female divorced/separated/married,none,1,car or other,27,store,own,1,skilled employee / official,1,none,yes,1
867,no,12,critical account,furniture/equipment,3331,<100,>= 7 years,2,male single,none,4,savings agreement/life insurance,42,store,own,1,skilled employee / official,1,none,yes,1
868,no,36,existing credits paid back duly till now,business,7409,no,>= 7 years,3,male single,none,2,savings agreement/life insurance,37,none,own,2,skilled employee / official,1,none,yes,1
869,<0,12,existing credits paid back duly till now,furniture/equipment,652,<100,>= 7 years,4,female divorced/separated/married,none,4,savings agreement/life insurance,24,none,rent,1,skilled employee / official,1,none,yes,1
870,no,36,delay in paying off,furniture/equipment,7678,<1000,4 <= < 7 years,2,female divorced/separated/married,none,4,car or other,40,none,own,2,skilled employee / official,1,yes,yes,1
871,>200,6,critical account,car (new),1343,<100,>= 7 years,1,male single,none,4,real estate,46,none,own,2,skilled employee / official,2,none,no,1
872,<0,24,critical account,business,1382,<500,4 <= < 7 years,4,male single,none,1,real estate,26,none,own,2,skilled employee / official,1,yes,yes,1
873,no,15,existing credits paid back duly till now,domestic appliances,874,no,< 1 year,4,female divorced/separated/married,none,1,real estate,24,none,own,1,skilled employee / official,1,none,yes,1
874,<0,12,existing credits paid back duly till now,furniture/equipment,3590,<100,1 <= < 4 years,2,male single,co-applicant,2,savings agreement/life insurance,29,none,own,1,unskilled - resident,2,none,yes,1
875,<200,11,critical account,car (new),1322,>1000,1 <= < 4 years,4,female divorced/separated/married,none,4,car or other,40,none,own,2,skilled employee / official,1,none,yes,1
876,<0,18,all credits at this bank paid back duly,radio/television,1940,<100,< 1 year,3,male single,co-applicant,4,no,36,bank,for free,1,management/ highly qualified employee,1,yes,yes,1
877,no,36,existing credits paid back duly till now,radio/television,3595,<100,>= 7 years,4,male single,none,2,car or other,28,none,own,1,skilled employee / official,1,none,yes,1
878,<0,9,existing credits paid back duly till now,car (new),1422,<100,< 1 year,3,male single,none,2,no,27,none,for free,1,management/ highly qualified employee,1,yes,yes,0
879,no,30,critical account,radio/television,6742,no,4 <= < 7 years,2,male single,none,3,savings agreement/life insurance,36,none,own,2,skilled employee / official,1,none,yes,1
880,no,24,existing credits paid back duly till now,car (used),7814,<100,4 <= < 7 years,3,male single,none,3,car or other,38,none,own,1,management/ highly qualified employee,1,yes,yes,1
881,no,24,existing credits paid back duly till now,car (used),9277,no,1 <= < 4 years,2,male divorced/separated,none,4,no,48,none,for free,1,skilled employee / official,1,yes,yes,1
882,<200,30,critical account,car (new),2181,no,>= 7 years,4,male single,none,4,real estate,36,none,own,2,skilled employee / official,1,none,yes,1
883,no,18,critical account,radio/television,1098,<100,unemployed,4,female divorced/separated/married,none,4,car or other,65,none,own,2,unemployed/ unskilled  - non-resident,1,none,yes,1
884,<200,24,existing credits paid back duly till now,furniture/equipment,4057,<100,4 <= < 7 years,3,male divorced/separated,none,3,car or other,43,none,own,1,skilled employee / official,1,yes,yes,0
885,<0,12,existing credits paid back duly till now,education,795,<100,< 1 year,4,female divorced/separated/married,none,4,savings agreement/life insurance,53,none,own,1,skilled employee / official,1,none,yes,0
